,0
11:12:00,153
11:13:00,153
11:14:00,153
11:15:00,153
11:16:00,153
11:17:00,153
11:18:00,153
11:19:00,153
11:20:00,153
11:21:00,153
11:22:00,153
11:23:00,153
11:24:00,153
11:25:00,153
11:26:00,153
11:27:00,153
11:28:00,153
11:29:00,153
11:30:00,153
11:31:00,153
11:32:00,153
11:33:00,153
11:34:00,153
11:35:00,153
11:36:00,153
11:37:00,153
11:38:00,153
11:39:00,153
11:40:00,153
11:41:00,153
11:42:00,153
11:43:00,153
11:44:00,153
11:45:00,153
11:46:00,153
11:47:00,153
11:48:00,153
11:49:00,153
11:50:00,153
11:51:00,0
11:52:00,0
11:53:00,0
11:54:00,0
11:55:00,0
11:56:00,0
11:57:00,0
11:58:00,0
11:59:00,0
12:00:00,33
12:01:00,33
12:02:00,33
12:03:00,33
12:04:00,33
12:05:00,33
12:06:00,33
12:07:00,33
12:08:00,33
12:09:00,33
12:10:00,33
12:11:00,33
12:12:00,33
12:13:00,33
12:14:00,33
12:15:00,33
12:16:00,33
12:17:00,33
12:18:00,33
12:19:00,33
12:20:00,33
12:21:00,33
12:22:00,33
12:23:00,33
12:24:00,33
12:25:00,33
12:26:00,33
12:27:00,33
12:28:00,33
12:29:00,33
12:30:00,33
12:31:00,33
12:32:00,33
12:33:00,33
12:34:00,33
12:35:00,33
12:36:00,33
12:37:00,33
12:38:00,33
12:39:00,33
12:40:00,33
12:41:00,33
12:42:00,33
12:43:00,33
12:44:00,33
12:45:00,33
12:46:00,33
12:47:00,33
12:48:00,33
12:49:00,33
12:50:00,33
12:51:00,0
12:52:00,0
12:53:00,0
12:54:00,0
12:55:00,0
12:56:00,0
12:57:00,0
12:58:00,0
12:59:00,0
13:00:00,100
13:01:00,100
13:02:00,100
13:03:00,100
13:04:00,100
13:05:00,100
13:06:00,100
13:07:00,100
13:08:00,100
13:09:00,100
13:10:00,100
13:11:00,100
13:12:00,100
13:13:00,100
13:14:00,100
13:15:00,100
13:16:00,100
13:17:00,100
13:18:00,100
13:19:00,100
13:20:00,100
13:21:00,100
13:22:00,100
13:23:00,100
13:24:00,100
13:25:00,100
13:26:00,100
13:27:00,100
13:28:00,100
13:29:00,100
13:30:00,100
13:31:00,100
13:32:00,100
13:33:00,100
13:34:00,100
13:35:00,100
13:36:00,100
13:37:00,100
13:38:00,100
13:39:00,100
13:40:00,100
13:41:00,100
13:42:00,100
13:43:00,100
13:44:00,100
13:45:00,100
13:46:00,100
13:47:00,100
13:48:00,100
13:49:00,100
13:50:00,100
13:51:00,0
13:52:00,0
13:53:00,0
13:54:00,0
13:55:00,0
13:56:00,0
13:57:00,0
13:58:00,0
13:59:00,0
14:00:00,92
14:01:00,92
14:02:00,92
14:03:00,92
14:04:00,92
14:05:00,92
14:06:00,92
14:07:00,92
14:08:00,92
14:09:00,92
14:10:00,92
14:11:00,92
14:12:00,92
14:13:00,92
14:14:00,92
14:15:00,92
14:16:00,92
14:17:00,92
14:18:00,92
14:19:00,92
14:20:00,92
14:21:00,92
14:22:00,92
14:23:00,92
14:24:00,92
14:25:00,92
14:26:00,92
14:27:00,92
14:28:00,92
14:29:00,92
14:30:00,92
14:31:00,92
14:32:00,92
14:33:00,92
14:34:00,92
14:35:00,92
14:36:00,92
14:37:00,92
14:38:00,92
14:39:00,92
14:40:00,92
14:41:00,92
14:42:00,92
14:43:00,92
14:44:00,92
14:45:00,92
14:46:00,92
14:47:00,92
14:48:00,92
14:49:00,92
14:50:00,92
14:51:00,0
14:52:00,0
14:53:00,0
14:54:00,0
14:55:00,0
14:56:00,0
14:57:00,0
14:58:00,0
14:59:00,0
15:00:00,8
15:01:00,8
15:02:00,8
15:03:00,8
15:04:00,8
15:05:00,8
15:06:00,8
15:07:00,8
15:08:00,8
15:09:00,8
15:10:00,8
15:11:00,8
15:12:00,8
15:13:00,8
15:14:00,8
15:15:00,8
15:16:00,8
15:17:00,8
15:18:00,8
15:19:00,8
15:20:00,8
15:21:00,8
15:22:00,8
15:23:00,8
15:24:00,8
15:25:00,8
15:26:00,8
15:27:00,8
15:28:00,8
15:29:00,8
15:30:00,8
15:31:00,8
15:32:00,8
15:33:00,8
15:34:00,8
15:35:00,8
15:36:00,8
15:37:00,8
15:38:00,8
15:39:00,8
15:40:00,8
15:41:00,8
15:42:00,8
15:43:00,8
15:44:00,8
15:45:00,8
15:46:00,8
15:47:00,8
15:48:00,8
15:49:00,8
15:50:00,8
15:51:00,0
15:52:00,0
15:53:00,0
15:54:00,0
15:55:00,0
15:56:00,0
15:57:00,0
15:58:00,0
15:59:00,0
16:00:00,0
16:01:00,0
16:02:00,0
16:03:00,0
16:04:00,0
16:05:00,0
16:06:00,0
16:07:00,0
16:08:00,0
16:09:00,0
16:10:00,0
16:11:00,0
16:12:00,0
16:13:00,0
16:14:00,0
16:15:00,0
16:16:00,0
16:17:00,0
16:18:00,0
16:19:00,0
16:20:00,0
16:21:00,0
16:22:00,0
16:23:00,0
16:24:00,0
16:25:00,0
16:26:00,0
16:27:00,0
16:28:00,0
16:29:00,0
16:30:00,0
16:31:00,0
16:32:00,0
16:33:00,0
16:34:00,0
16:35:00,0
16:36:00,0
16:37:00,0
16:38:00,0
16:39:00,0
16:40:00,0
16:41:00,0
16:42:00,0
16:43:00,0
16:44:00,0
16:45:00,0
16:46:00,0
16:47:00,0
16:48:00,0
16:49:00,0
16:50:00,0
16:51:00,0
16:52:00,0
16:53:00,0
16:54:00,0
16:55:00,0
16:56:00,0
16:57:00,0
16:58:00,0
16:59:00,0
17:00:00,0
17:01:00,0
17:02:00,0
17:03:00,0
17:04:00,0
17:05:00,0
17:06:00,0
17:07:00,0
17:08:00,0
17:09:00,0
17:10:00,0
17:11:00,0
17:12:00,0
17:13:00,0
17:14:00,0
17:15:00,0
17:16:00,0
17:17:00,0
17:18:00,0
17:19:00,0
17:20:00,0
17:21:00,0
17:22:00,0
17:23:00,0
17:24:00,0
17:25:00,0
17:26:00,0
17:27:00,0
17:28:00,0
17:29:00,0
17:30:00,0
17:31:00,0
17:32:00,0
17:33:00,0
17:34:00,0
17:35:00,0
17:36:00,0
17:37:00,0
17:38:00,0
17:39:00,0
17:40:00,0
17:41:00,0
17:42:00,0
17:43:00,0
17:44:00,0
17:45:00,0
17:46:00,0
17:47:00,0
17:48:00,0
17:49:00,0
17:50:00,0
17:51:00,0
17:52:00,0
17:53:00,0
17:54:00,0
17:55:00,0
17:56:00,0
17:57:00,0
17:58:00,0
17:59:00,0
18:00:00,0
