,0
11:12:00,74
11:13:00,74
11:14:00,74
11:15:00,74
11:16:00,74
11:17:00,74
11:18:00,74
11:19:00,74
11:20:00,74
11:21:00,74
11:22:00,74
11:23:00,74
11:24:00,74
11:25:00,74
11:26:00,74
11:27:00,74
11:28:00,74
11:29:00,74
11:30:00,74
11:31:00,74
11:32:00,74
11:33:00,74
11:34:00,74
11:35:00,74
11:36:00,74
11:37:00,74
11:38:00,74
11:39:00,74
11:40:00,74
11:41:00,74
11:42:00,74
11:43:00,74
11:44:00,74
11:45:00,74
11:46:00,74
11:47:00,74
11:48:00,74
11:49:00,74
11:50:00,74
11:51:00,46
11:52:00,46
11:53:00,46
11:54:00,46
11:55:00,46
11:56:00,46
11:57:00,46
11:58:00,46
11:59:00,46
12:00:00,64
12:01:00,64
12:02:00,64
12:03:00,64
12:04:00,64
12:05:00,64
12:06:00,64
12:07:00,64
12:08:00,64
12:09:00,64
12:10:00,64
12:11:00,64
12:12:00,64
12:13:00,64
12:14:00,64
12:15:00,64
12:16:00,18
12:17:00,18
12:18:00,18
12:19:00,18
12:20:00,18
12:21:00,18
12:22:00,18
12:23:00,18
12:24:00,18
12:25:00,18
12:26:00,18
12:27:00,18
12:28:00,18
12:29:00,18
12:30:00,163
12:31:00,163
12:32:00,163
12:33:00,163
12:34:00,163
12:35:00,163
12:36:00,163
12:37:00,163
12:38:00,163
12:39:00,163
12:40:00,163
12:41:00,163
12:42:00,163
12:43:00,163
12:44:00,163
12:45:00,163
12:46:00,163
12:47:00,163
12:48:00,163
12:49:00,163
12:50:00,163
12:51:00,163
12:52:00,163
12:53:00,163
12:54:00,163
12:55:00,163
12:56:00,163
12:57:00,163
12:58:00,163
12:59:00,163
13:00:00,197
13:01:00,197
13:02:00,197
13:03:00,197
13:04:00,197
13:05:00,197
13:06:00,197
13:07:00,197
13:08:00,197
13:09:00,197
13:10:00,197
13:11:00,197
13:12:00,197
13:13:00,197
13:14:00,197
13:15:00,197
13:16:00,197
13:17:00,197
13:18:00,197
13:19:00,197
13:20:00,197
13:21:00,167
13:22:00,167
13:23:00,167
13:24:00,167
13:25:00,167
13:26:00,167
13:27:00,167
13:28:00,167
13:29:00,167
13:30:00,167
13:31:00,167
13:32:00,167
13:33:00,167
13:34:00,167
13:35:00,167
13:36:00,167
13:37:00,167
13:38:00,167
13:39:00,167
13:40:00,167
13:41:00,167
13:42:00,167
13:43:00,167
13:44:00,167
13:45:00,167
13:46:00,52
13:47:00,52
13:48:00,52
13:49:00,52
13:50:00,52
13:51:00,0
13:52:00,0
13:53:00,0
13:54:00,0
13:55:00,0
13:56:00,0
13:57:00,0
13:58:00,0
13:59:00,0
14:00:00,98
14:01:00,98
14:02:00,98
14:03:00,98
14:04:00,98
14:05:00,98
14:06:00,98
14:07:00,98
14:08:00,98
14:09:00,98
14:10:00,98
14:11:00,98
14:12:00,98
14:13:00,98
14:14:00,98
14:15:00,98
14:16:00,98
14:17:00,98
14:18:00,98
14:19:00,98
14:20:00,98
14:21:00,98
14:22:00,98
14:23:00,98
14:24:00,98
14:25:00,98
14:26:00,98
14:27:00,98
14:28:00,98
14:29:00,98
14:30:00,98
14:31:00,98
14:32:00,98
14:33:00,98
14:34:00,98
14:35:00,98
14:36:00,98
14:37:00,98
14:38:00,98
14:39:00,98
14:40:00,98
14:41:00,98
14:42:00,98
14:43:00,98
14:44:00,98
14:45:00,98
14:46:00,98
14:47:00,98
14:48:00,98
14:49:00,98
14:50:00,98
14:51:00,84
14:52:00,84
14:53:00,84
14:54:00,84
14:55:00,84
14:56:00,84
14:57:00,84
14:58:00,84
14:59:00,84
15:00:00,94
15:01:00,94
15:02:00,94
15:03:00,94
15:04:00,94
15:05:00,94
15:06:00,94
15:07:00,94
15:08:00,94
15:09:00,94
15:10:00,94
15:11:00,94
15:12:00,94
15:13:00,94
15:14:00,94
15:15:00,94
15:16:00,10
15:17:00,10
15:18:00,10
15:19:00,10
15:20:00,10
15:21:00,10
15:22:00,10
15:23:00,10
15:24:00,10
15:25:00,10
15:26:00,10
15:27:00,10
15:28:00,10
15:29:00,10
15:30:00,33
15:31:00,33
15:32:00,33
15:33:00,33
15:34:00,33
15:35:00,33
15:36:00,33
15:37:00,33
15:38:00,33
15:39:00,33
15:40:00,33
15:41:00,33
15:42:00,33
15:43:00,33
15:44:00,33
15:45:00,33
15:46:00,33
15:47:00,33
15:48:00,33
15:49:00,33
15:50:00,33
15:51:00,33
15:52:00,33
15:53:00,33
15:54:00,33
15:55:00,33
15:56:00,33
15:57:00,33
15:58:00,33
15:59:00,33
16:00:00,66
16:01:00,66
16:02:00,66
16:03:00,66
16:04:00,66
16:05:00,66
16:06:00,66
16:07:00,66
16:08:00,66
16:09:00,66
16:10:00,66
16:11:00,66
16:12:00,66
16:13:00,66
16:14:00,66
16:15:00,66
16:16:00,66
16:17:00,66
16:18:00,66
16:19:00,66
16:20:00,66
16:21:00,66
16:22:00,66
16:23:00,66
16:24:00,66
16:25:00,66
16:26:00,66
16:27:00,66
16:28:00,66
16:29:00,66
16:30:00,66
16:31:00,66
16:32:00,66
16:33:00,66
16:34:00,66
16:35:00,66
16:36:00,66
16:37:00,66
16:38:00,66
16:39:00,66
16:40:00,66
16:41:00,66
16:42:00,66
16:43:00,66
16:44:00,66
16:45:00,66
16:46:00,43
16:47:00,43
16:48:00,43
16:49:00,43
16:50:00,43
16:51:00,10
16:52:00,10
16:53:00,10
16:54:00,10
16:55:00,10
16:56:00,10
16:57:00,10
16:58:00,10
16:59:00,10
17:00:00,10
17:01:00,10
17:02:00,10
17:03:00,10
17:04:00,10
17:05:00,10
17:06:00,10
17:07:00,10
17:08:00,10
17:09:00,10
17:10:00,10
17:11:00,10
17:12:00,10
17:13:00,10
17:14:00,10
17:15:00,10
17:16:00,10
17:17:00,10
17:18:00,10
17:19:00,10
17:20:00,10
17:21:00,10
17:22:00,10
17:23:00,10
17:24:00,10
17:25:00,10
17:26:00,10
17:27:00,10
17:28:00,10
17:29:00,10
17:30:00,10
17:31:00,10
17:32:00,10
17:33:00,10
17:34:00,10
17:35:00,10
17:36:00,10
17:37:00,10
17:38:00,10
17:39:00,10
17:40:00,10
17:41:00,10
17:42:00,10
17:43:00,10
17:44:00,10
17:45:00,10
17:46:00,10
17:47:00,10
17:48:00,10
17:49:00,10
17:50:00,10
17:51:00,0
17:52:00,0
17:53:00,0
17:54:00,0
17:55:00,0
17:56:00,0
17:57:00,0
17:58:00,0
17:59:00,0
18:00:00,0
